iso3,year,cow_code,toa,legal_origin,dur_rat1membership,equalindx_WoL,country_names
NZL,1994,920,1983,1,64,1.3333334,New Zealand
OMN,1994,698,NA,2,NA,NA,Oman
PAK,1994,770,1961,1,14,0,Pakistan
PAN,1994,95,1966,2,47,0.16666667,Panama
PER,1994,135,1970,2,51,0.33333334,Peru
PHL,1994,840,1960,2,12,0.33333334,Philippines
PNG,1994,910,2000,1,24,NA,Papua New Guinea
POL,1994,290,1961,3,42,0,Poland
PRK,1994,NA,NA,NA,NA,NA,North Korea
PRT,1994,235,1959,2,40,0.33333334,Portugal
PRY,1994,150,1967,2,48,1,Paraguay
QAT,1994,694,1976,2,4,0,Qatar
ROU,1994,360,1973,2,54,0.66666669,Romania
RUS,1994,365,1961,2,27,0.5,Russia
RWA,1994,517,1981,2,19,1.3333334,Rwanda
SAU,1994,670,1978,1,2,0,Saudi Arabia
SDN,1994,625,1970,1,14,0,Sudan
SEN,1994,433,1967,2,7,0.16666667,Senegal
SGP,1994,830,NA,1,NA,0,Singapore
SLB,1994,940,2012,1,28,NA,Solomon Islands
SLE,1994,451,1966,1,5,NA,Sierra Leone
SLV,1994,92,1995,2,76,NA,El Salvador
SOM,1994,520,1961,NA,1,NA,Somalia
SRB,1994,345,2000,2,0,0,Serbia
SSD,1994,626,2012,NA,0,NA,South Sudan
SUR,1994,115,2017,2,41,NA,Suriname
SVK,1994,317,1993,3,74,1.3333334,Slovakia
SVN,1994,349,1992,3,0,0,Slovenia
SWE,1994,380,1962,4,43,1.5,Sweden
SWZ,1994,572,1981,1,6,NA,Eswatini
SYR,1994,652,1960,2,13,0,Syria
TCD,1994,483,1966,2,6,NA,Chad
TGO,1994,461,1983,2,23,NA,Togo
THA,1994,800,2017,1,98,0.083333336,Thailand
TJK,1994,702,1993,2,0,NA,Tajikistan
TKM,1994,701,1997,2,4,NA,Turkmenistan
TLS,1994,860,2016,NA,13,NA,Timor-Leste
TTO,1994,52,1970,1,7,NA,Trinidad & Tobago
TUN,1994,616,1959,2,3,0.66666669,Tunisia
TUR,1994,640,1967,2,35,0.083333336,Turkey
TZA,1994,510,2002,1,40,0,Tanzania
UGA,1994,500,2005,1,42,0,Uganda
UKR,1994,369,1961,2,7,1.3333334,Ukraine
URY,1994,165,1989,2,70,0.66666669,Uruguay
USA,1994,2,NA,1,NA,1.5,United States
UZB,1994,704,1992,2,0,NA,Uzbekistan
VEN,1994,101,1971,2,52,1.3333334,Venezuela
VNM,1994,816,1997,2,47,1.5,Vietnam
YEM,1994,679,1969,2,4,NA,Yemen
ZAF,1994,560,1997,1,78,0,South Africa
ZMB,1994,551,1979,1,15,0,Zambia
ZWE,1994,552,1999,1,19,1.3333334,Zimbabwe
AFG,1995,700,1969,2,35,1.1666666,Afghanistan
AGO,1995,540,1976,2,0,0,Angola
ALB,1995,339,1997,2,77,NA,Albania
ARE,1995,696,2001,1,29,0.083333336,United Arab Emirates
ARG,1995,160,1968,2,49,0.5,Argentina
ARM,1995,371,1994,2,2,0.083333336,Armenia
AUS,1995,900,1973,1,54,1.5,Australia
AUT,1995,305,1973,3,54,0.66666669,Austria
AZE,1995,373,1992,2,0,1,Azerbaijan
BDI,1995,516,1993,2,30,NA,Burundi
BEL,1995,211,1977,2,58,1.5,Belgium
BEN,1995,434,1961,2,1,NA,Benin
BFA,1995,439,1962,2,2,NA,Burkina Faso
BGD,1995,771,1972,1,0,0,Bangladesh
BGR,1995,355,1960,3,40,0.33333334,Bulgaria
BHR,1995,692,2000,1,23,NA,Bahrain
BIH,1995,346,1993,3,0,NA,Bosnia & Herzegovina
BLR,1995,370,1961,3,7,1.3333334,Belarus
BOL,1995,145,1977,2,58,0.083333336,Bolivia
BRA,1995,140,1965,2,46,1.5,Brazil
BTN,1995,NA,NA,NA,NA,NA,Bhutan
BWA,1995,571,1997,1,19,0,Botswana
CAF,1995,482,1964,2,4,NA,Central African Republic
CAN,1995,20,1964,1,45,1.5,Canada
CHE,1995,225,1961,3,42,0.66666669,Switzerland
CHL,1995,155,1971,2,52,1.3333334,Chile
CHN,1995,710,2006,3,87,1.3333334,China
CIV,1995,437,1961,2,1,1.5,Côte d’Ivoire
CMR,1995,471,1988,2,28,0.16666667,Cameroon
COD,1995,490,2001,2,41,0.25,Congo - Kinshasa
COG,1995,484,1999,2,39,NA,Congo - Brazzaville
COL,1995,100,1969,2,50,1.3333334,Colombia
COM,1995,581,2004,2,26,NA,Comoros
CPV,1995,402,1979,2,0,NA,Cape Verde
CRI,1995,94,1962,2,42,1.3333334,Costa Rica
CUB,1995,40,1965,NA,46,1.3333334,Cuba
CYP,1995,352,1968,1,8,0.16666667,Cyprus
CZE,1995,316,1993,3,74,0.66666669,Czechia
DEU,1995,255,1961,3,42,0.83333331,Germany
DJI,1995,522,2005,2,27,NA,Djibouti
DNK,1995,390,1960,4,41,0.83333331,Denmark
DOM,1995,42,1964,2,40,1.3333334,Dominican Republic
DZA,1995,615,1969,2,7,0.5,Algeria
ECU,1995,130,1962,2,28,0.16666667,Ecuador
EGY,1995,651,1960,2,24,0,Egypt
ESP,1995,230,1967,2,48,1.5,Spain
EST,1995,366,2005,3,84,1.3333334,Estonia
ETH,1995,530,1966,2,43,1.3333334,Ethiopia
FIN,1995,375,1970,4,50,1.3333334,Finland
FJI,1995,950,2002,1,28,NA,Fiji
FRA,1995,220,1981,2,62,1.5,France
GAB,1995,481,1961,2,1,1.3333334,Gabon
GBR,1995,200,1999,1,80,1.5,United Kingdom
GEO,1995,372,1993,3,0,1,Georgia
GHA,1995,452,1961,1,4,0,Ghana
GIN,1995,438,1960,2,1,NA,Guinea
GMB,1995,420,2000,1,5,NA,Gambia
GNB,1995,404,1977,2,0,NA,Guinea-Bissau
GNQ,1995,411,2001,2,20,NA,Equatorial Guinea
GRC,1995,350,1984,2,65,0.83333331,Greece
GTM,1995,90,1960,2,41,NA,Guatemala
GUY,1995,110,1975,1,9,NA,Guyana
HND,1995,91,1960,2,41,0,Honduras
HRV,1995,344,1991,3,-1,0,Croatia
HTI,1995,41,1976,2,57,NA,Haiti
HUN,1995,310,1961,3,39,1,Hungary
IDN,1995,850,1999,2,49,0.16666667,Indonesia
IND,1995,750,1960,1,41,0.66666669,India
IRL,1995,205,1999,1,76,0.66666669,Ireland
IRN,1995,630,1964,2,45,1.3333334,Iran
IRQ,1995,645,1959,2,27,NA,Iraq
ISR,1995,666,1959,1,10,1.3333334,Israel
ITA,1995,325,1963,2,44,1.5,Italy
JAM,1995,51,1975,1,13,NA,Jamaica
JOR,1995,663,1963,2,7,0,Jordan
JPN,1995,740,NA,3,NA,0.66666669,Japan
KAZ,1995,705,1999,2,6,1.1666666,Kazakhstan
KEN,1995,501,2001,1,37,0,Kenya
KGZ,1995,703,1992,2,0,1,Kyrgyzstan
KHM,1995,811,1999,2,30,0.16666667,Cambodia
KOR,1995,732,1998,3,7,0.66666669,South Korea
KWT,1995,690,1966,2,5,NA,Kuwait
LAO,1995,812,2008,2,44,NA,Laos
LBN,1995,660,1977,2,29,NA,Lebanon
LBR,1995,450,1959,1,40,NA,Liberia
LBY,1995,620,1961,2,9,NA,Libya
LKA,1995,780,1998,1,50,0,Sri Lanka
LSO,1995,570,1998,1,32,1.5,Lesotho
LTU,1995,368,1994,2,73,1.3333334,Lithuania
LUX,1995,212,2001,2,81,0.83333331,Luxembourg
LVA,1995,367,1992,3,71,1.1666666,Latvia
MAR,1995,600,1963,2,7,0,Morocco
MDA,1995,359,1996,2,4,1.1666666,Moldova
MDG,1995,580,1961,2,1,NA,Madagascar
MEX,1995,70,1961,2,30,0.83333331,Mexico
MKD,1995,343,1991,2,-2,0,North Macedonia
MLI,1995,432,1964,2,4,0.16666667,Mali
MMR,1995,775,NA,5,NA,0.66666669,Myanmar (Burma)
MNE,1995,341,2006,NA,0,NA,Montenegro
MNG,1995,712,1969,3,1,1.3333334,Mongolia
MOZ,1995,541,1977,2,1,NA,Mozambique
MRT,1995,435,1963,2,2,NA,Mauritania
MUS,1995,590,2002,2,33,NA,Mauritius
MWI,1995,553,1965,1,0,NA,Malawi
MYS,1995,820,NA,1,NA,0,Malaysia
NAM,1995,565,2001,1,23,1.5,Namibia
NER,1995,436,1962,2,1,NA,Niger
NGA,1995,475,2002,1,42,0,Nigeria
NIC,1995,93,1967,2,48,0,Nicaragua
NLD,1995,210,1973,2,54,1.5,Netherlands
NOR,1995,385,1959,4,40,0.83333331,Norway
NPL,1995,790,1974,1,8,NA,Nepal
NZL,1995,920,1983,1,64,1.3333334,New Zealand
OMN,1995,698,NA,2,NA,NA,Oman
PAK,1995,770,1961,1,14,0,Pakistan
PAN,1995,95,1966,2,47,0.16666667,Panama
PER,1995,135,1970,2,51,0.33333334,Peru
PHL,1995,840,1960,2,12,0.33333334,Philippines
PNG,1995,910,2000,1,24,NA,Papua New Guinea
POL,1995,290,1961,3,42,0,Poland
PRK,1995,NA,NA,NA,NA,NA,North Korea
PRT,1995,235,1959,2,40,0.33333334,Portugal
PRY,1995,150,1967,2,48,1,Paraguay
QAT,1995,694,1976,2,4,0,Qatar
ROU,1995,360,1973,2,54,0.66666669,Romania
RUS,1995,365,1961,2,27,0.5,Russia
RWA,1995,517,1981,2,19,1.3333334,Rwanda
SAU,1995,670,1978,1,2,0,Saudi Arabia
SDN,1995,625,1970,1,14,0,Sudan
SEN,1995,433,1967,2,7,0.16666667,Senegal
SGP,1995,830,NA,1,NA,0,Singapore
SLB,1995,940,2012,1,28,NA,Solomon Islands
SLE,1995,451,1966,1,5,NA,Sierra Leone
SLV,1995,92,1995,2,76,NA,El Salvador
SOM,1995,520,1961,NA,1,NA,Somalia
SRB,1995,345,2000,2,0,0,Serbia
SSD,1995,626,2012,NA,0,NA,South Sudan
SUR,1995,115,2017,2,41,NA,Suriname
SVK,1995,317,1993,3,74,1.3333334,Slovakia
SVN,1995,349,1992,3,0,0,Slovenia
SWE,1995,380,1962,4,43,1.5,Sweden
SWZ,1995,572,1981,1,6,NA,Eswatini
SYR,1995,652,1960,2,13,0,Syria
TCD,1995,483,1966,2,6,NA,Chad
TGO,1995,461,1983,2,23,NA,Togo
THA,1995,800,2017,1,98,0.083333336,Thailand
TJK,1995,702,1993,2,0,NA,Tajikistan
TKM,1995,701,1997,2,4,NA,Turkmenistan
TLS,1995,860,2016,NA,13,NA,Timor-Leste
TTO,1995,52,1970,1,7,NA,Trinidad & Tobago
TUN,1995,616,1959,2,3,0.66666669,Tunisia
TUR,1995,640,1967,2,35,0.083333336,Turkey
TZA,1995,510,2002,1,40,0,Tanzania
UGA,1995,500,2005,1,42,0,Uganda
UKR,1995,369,1961,2,7,1.3333334,Ukraine
URY,1995,165,1989,2,70,0.66666669,Uruguay
USA,1995,2,NA,1,NA,1.5,United States
UZB,1995,704,1992,2,0,NA,Uzbekistan
VEN,1995,101,1971,2,52,1.3333334,Venezuela
VNM,1995,816,1997,2,47,1.5,Vietnam
YEM,1995,679,1969,2,4,1.3333334,Yemen
ZAF,1995,560,1997,1,78,0,South Africa
ZMB,1995,551,1979,1,15,0,Zambia
ZWE,1995,552,1999,1,19,1.3333334,Zimbabwe
AFG,1996,700,1969,2,35,1.1666666,Afghanistan
AGO,1996,540,1976,2,0,0,Angola
ALB,1996,339,1997,2,77,NA,Albania
ARE,1996,696,2001,1,29,0.083333336,United Arab Emirates
ARG,1996,160,1968,2,49,0.5,Argentina
ARM,1996,371,1994,2,2,0.083333336,Armenia
AUS,1996,900,1973,1,54,1.5,Australia
AUT,1996,305,1973,3,54,0.66666669,Austria
AZE,1996,373,1992,2,0,1,Azerbaijan
BDI,1996,516,1993,2,30,NA,Burundi
BEL,1996,211,1977,2,58,1.5,Belgium
BEN,1996,434,1961,2,1,NA,Benin
BFA,1996,439,1962,2,2,NA,Burkina Faso
BGD,1996,771,1972,1,0,0,Bangladesh
BGR,1996,355,1960,3,40,0.33333334,Bulgaria
BHR,1996,692,2000,1,23,NA,Bahrain
BIH,1996,346,1993,3,0,NA,Bosnia & Herzegovina
BLR,1996,370,1961,3,7,1.3333334,Belarus
BOL,1996,145,1977,2,58,0.083333336,Bolivia
BRA,1996,140,1965,2,46,1.5,Brazil
BTN,1996,NA,NA,NA,NA,NA,Bhutan
BWA,1996,571,1997,1,19,0,Botswana
CAF,1996,482,1964,2,4,NA,Central African Republic
CAN,1996,20,1964,1,45,1.5,Canada
CHE,1996,225,1961,3,42,0.66666669,Switzerland
CHL,1996,155,1971,2,52,1.3333334,Chile
CHN,1996,710,2006,3,87,1.3333334,China
CIV,1996,437,1961,2,1,1.5,Côte d’Ivoire
CMR,1996,471,1988,2,28,0.16666667,Cameroon
COD,1996,490,2001,2,41,0.25,Congo - Kinshasa
COG,1996,484,1999,2,39,NA,Congo - Brazzaville
COL,1996,100,1969,2,50,1.3333334,Colombia
COM,1996,581,2004,2,26,NA,Comoros
CPV,1996,402,1979,2,0,NA,Cape Verde
CRI,1996,94,1962,2,42,1.3333334,Costa Rica
CUB,1996,40,1965,NA,46,1.3333334,Cuba
CYP,1996,352,1968,1,8,0.16666667,Cyprus
CZE,1996,316,1993,3,74,0.66666669,Czechia
DEU,1996,255,1961,3,42,0.83333331,Germany
DJI,1996,522,2005,2,27,NA,Djibouti
DNK,1996,390,1960,4,41,1.5,Denmark
DOM,1996,42,1964,2,40,1.3333334,Dominican Republic
DZA,1996,615,1969,2,7,0.5,Algeria
ECU,1996,130,1962,2,28,0.16666667,Ecuador
EGY,1996,651,1960,2,24,0,Egypt
ESP,1996,230,1967,2,48,1.5,Spain
EST,1996,366,2005,3,84,1.3333334,Estonia
ETH,1996,530,1966,2,43,1.3333334,Ethiopia
FIN,1996,375,1970,4,50,1.3333334,Finland
FJI,1996,950,2002,1,28,NA,Fiji
FRA,1996,220,1981,2,62,1.5,France
GAB,1996,481,1961,2,1,1.3333334,Gabon
GBR,1996,200,1999,1,80,1.5,United Kingdom
GEO,1996,372,1993,3,0,1,Georgia
GHA,1996,452,1961,1,4,0,Ghana
GIN,1996,438,1960,2,1,NA,Guinea
GMB,1996,420,2000,1,5,NA,Gambia
GNB,1996,404,1977,2,0,NA,Guinea-Bissau
GNQ,1996,411,2001,2,20,NA,Equatorial Guinea
GRC,1996,350,1984,2,65,0.83333331,Greece
GTM,1996,90,1960,2,41,NA,Guatemala
GUY,1996,110,1975,1,9,NA,Guyana
HND,1996,91,1960,2,41,0,Honduras
HRV,1996,344,1991,3,-1,1.5,Croatia
HTI,1996,41,1976,2,57,NA,Haiti
HUN,1996,310,1961,3,39,1,Hungary
IDN,1996,850,1999,2,49,0.16666667,Indonesia
IND,1996,750,1960,1,41,0.66666669,India
IRL,1996,205,1999,1,76,0.66666669,Ireland
IRN,1996,630,1964,2,45,1.3333334,Iran
IRQ,1996,645,1959,2,27,NA,Iraq
ISR,1996,666,1959,1,10,1.3333334,Israel
ITA,1996,325,1963,2,44,1.5,Italy
JAM,1996,51,1975,1,13,NA,Jamaica
JOR,1996,663,1963,2,7,0,Jordan
JPN,1996,740,NA,3,NA,0.66666669,Japan
KAZ,1996,705,1999,2,6,1.1666666,Kazakhstan
KEN,1996,501,2001,1,37,0,Kenya
KGZ,1996,703,1992,2,0,1,Kyrgyzstan
KHM,1996,811,1999,2,30,0.16666667,Cambodia
KOR,1996,732,1998,3,7,0.66666669,South Korea
KWT,1996,690,1966,2,5,NA,Kuwait
LAO,1996,812,2008,2,44,NA,Laos
LBN,1996,660,1977,2,29,NA,Lebanon
LBR,1996,450,1959,1,40,NA,Liberia
LBY,1996,620,1961,2,9,NA,Libya
LKA,1996,780,1998,1,50,0,Sri Lanka
LSO,1996,570,1998,1,32,1.5,Lesotho
LTU,1996,368,1994,2,73,1.3333334,Lithuania
LUX,1996,212,2001,2,81,0.83333331,Luxembourg
LVA,1996,367,1992,3,71,1.1666666,Latvia
MAR,1996,600,1963,2,7,0,Morocco
MDA,1996,359,1996,2,4,1.1666666,Moldova
MDG,1996,580,1961,2,1,NA,Madagascar
MEX,1996,70,1961,2,30,0.83333331,Mexico
MKD,1996,343,1991,2,-2,0,North Macedonia
MLI,1996,432,1964,2,4,0.16666667,Mali
MMR,1996,775,NA,5,NA,0.66666669,Myanmar (Burma)
MNE,1996,341,2006,NA,0,NA,Montenegro
MNG,1996,712,1969,3,1,1.3333334,Mongolia
MOZ,1996,541,1977,2,1,NA,Mozambique
MRT,1996,435,1963,2,2,NA,Mauritania
MUS,1996,590,2002,2,33,NA,Mauritius
MWI,1996,553,1965,1,0,NA,Malawi
MYS,1996,820,NA,1,NA,0,Malaysia
NAM,1996,565,2001,1,23,1.5,Namibia
NER,1996,436,1962,2,1,NA,Niger
NGA,1996,475,2002,1,42,0,Nigeria
NIC,1996,93,1967,2,48,0.75,Nicaragua
NLD,1996,210,1973,2,54,1.5,Netherlands
NOR,1996,385,1959,4,40,0.83333331,Norway
NPL,1996,790,1974,1,8,NA,Nepal
NZL,1996,920,1983,1,64,1.3333334,New Zealand
OMN,1996,698,NA,2,NA,NA,Oman
PAK,1996,770,1961,1,14,0,Pakistan
PAN,1996,95,1966,2,47,0.16666667,Panama
PER,1996,135,1970,2,51,0.33333334,Peru
PHL,1996,840,1960,2,12,0.33333334,Philippines
PNG,1996,910,2000,1,24,NA,Papua New Guinea
POL,1996,290,1961,3,42,0,Poland
PRK,1996,NA,NA,NA,NA,NA,North Korea
PRT,1996,235,1959,2,40,0.33333334,Portugal
PRY,1996,150,1967,2,48,1,Paraguay
QAT,1996,694,1976,2,4,0,Qatar
ROU,1996,360,1973,2,54,0.66666669,Romania
RUS,1996,365,1961,2,27,0.5,Russia
RWA,1996,517,1981,2,19,1.3333334,Rwanda
SAU,1996,670,1978,1,2,0.083333336,Saudi Arabia
SDN,1996,625,1970,1,14,0,Sudan
SEN,1996,433,1967,2,7,0.16666667,Senegal
SGP,1996,830,NA,1,NA,0,Singapore
SLB,1996,940,2012,1,28,NA,Solomon Islands
SLE,1996,451,1966,1,5,NA,Sierra Leone
SLV,1996,92,1995,2,76,NA,El Salvador
SOM,1996,520,1961,NA,1,NA,Somalia
SRB,1996,345,2000,2,0,0,Serbia
SSD,1996,626,2012,NA,0,NA,South Sudan
SUR,1996,115,2017,2,41,NA,Suriname
SVK,1996,317,1993,3,74,1.3333334,Slovakia
SVN,1996,349,1992,3,0,0,Slovenia
SWE,1996,380,1962,4,43,1.5,Sweden
SWZ,1996,572,1981,1,6,NA,Eswatini
SYR,1996,652,1960,2,13,0,Syria
TCD,1996,483,1966,2,6,NA,Chad
TGO,1996,461,1983,2,23,NA,Togo
THA,1996,800,2017,1,98,0.083333336,Thailand
TJK,1996,702,1993,2,0,NA,Tajikistan
TKM,1996,701,1997,2,4,NA,Turkmenistan
TLS,1996,860,2016,NA,13,NA,Timor-Leste
TTO,1996,52,1970,1,7,NA,Trinidad & Tobago
TUN,1996,616,1959,2,3,0.66666669,Tunisia
TUR,1996,640,1967,2,35,0.083333336,Turkey
TZA,1996,510,2002,1,40,0,Tanzania
UGA,1996,500,2005,1,42,0,Uganda
UKR,1996,369,1961,2,7,1.3333334,Ukraine
URY,1996,165,1989,2,70,0.66666669,Uruguay
USA,1996,2,NA,1,NA,1.5,United States
UZB,1996,704,1992,2,0,NA,Uzbekistan
VEN,1996,101,1971,2,52,1.3333334,Venezuela
VNM,1996,816,1997,2,47,1.5,Vietnam
YEM,1996,679,1969,2,4,1.3333334,Yemen
ZAF,1996,560,1997,1,78,0.66666669,South Africa
ZMB,1996,551,1979,1,15,0,Zambia
ZWE,1996,552,1999,1,19,1.3333334,Zimbabwe
AFG,1997,700,1969,2,35,1.1666666,Afghanistan
AGO,1997,540,1976,2,0,0,Angola
ALB,1997,339,1997,2,77,NA,Albania
ARE,1997,696,2001,1,29,0.083333336,United Arab Emirates
ARG,1997,160,1968,2,49,0.5,Argentina
ARM,1997,371,1994,2,2,0.083333336,Armenia
AUS,1997,900,1973,1,54,1.5,Australia
AUT,1997,305,1973,3,54,0.66666669,Austria
AZE,1997,373,1992,2,0,1,Azerbaijan
BDI,1997,516,1993,2,30,NA,Burundi
BEL,1997,211,1977,2,58,1.5,Belgium
BEN,1997,434,1961,2,1,NA,Benin
BFA,1997,439,1962,2,2,NA,Burkina Faso
BGD,1997,771,1972,1,0,0,Bangladesh
BGR,1997,355,1960,3,40,0.33333334,Bulgaria
BHR,1997,692,2000,1,23,NA,Bahrain
BIH,1997,346,1993,3,0,NA,Bosnia & Herzegovina
BLR,1997,370,1961,3,7,1.3333334,Belarus
BOL,1997,145,1977,2,58,0.083333336,Bolivia
BRA,1997,140,1965,2,46,1.5,Brazil
BTN,1997,NA,NA,NA,NA,NA,Bhutan
BWA,1997,571,1997,1,19,0,Botswana
CAF,1997,482,1964,2,4,NA,Central African Republic
CAN,1997,20,1964,1,45,1.5,Canada
CHE,1997,225,1961,3,42,0.66666669,Switzerland
CHL,1997,155,1971,2,52,1.3333334,Chile
CHN,1997,710,2006,3,87,1.3333334,China
CIV,1997,437,1961,2,1,1.5,Côte d’Ivoire
CMR,1997,471,1988,2,28,0.16666667,Cameroon
COD,1997,490,2001,2,41,0.25,Congo - Kinshasa
COG,1997,484,1999,2,39,NA,Congo - Brazzaville
COL,1997,100,1969,2,50,1.3333334,Colombia
COM,1997,581,2004,2,26,NA,Comoros
CPV,1997,402,1979,2,0,NA,Cape Verde
CRI,1997,94,1962,2,42,1.3333334,Costa Rica
CUB,1997,40,1965,NA,46,1.3333334,Cuba
CYP,1997,352,1968,1,8,0.16666667,Cyprus
CZE,1997,316,1993,3,74,0.66666669,Czechia
DEU,1997,255,1961,3,42,0.83333331,Germany
DJI,1997,522,2005,2,27,NA,Djibouti
DNK,1997,390,1960,4,41,1.5,Denmark
DOM,1997,42,1964,2,40,1.3333334,Dominican Republic
DZA,1997,615,1969,2,7,0.5,Algeria
ECU,1997,130,1962,2,28,0.16666667,Ecuador
EGY,1997,651,1960,2,24,0,Egypt
ESP,1997,230,1967,2,48,1.5,Spain
EST,1997,366,2005,3,84,1.3333334,Estonia
ETH,1997,530,1966,2,43,1.3333334,Ethiopia
FIN,1997,375,1970,4,50,1.3333334,Finland
FJI,1997,950,2002,1,28,NA,Fiji
FRA,1997,220,1981,2,62,1.5,France
GAB,1997,481,1961,2,1,1.3333334,Gabon
GBR,1997,200,1999,1,80,1.5,United Kingdom
GEO,1997,372,1993,3,0,1,Georgia
GHA,1997,452,1961,1,4,0,Ghana
GIN,1997,438,1960,2,1,NA,Guinea
GMB,1997,420,2000,1,5,NA,Gambia
GNB,1997,404,1977,2,0,NA,Guinea-Bissau
GNQ,1997,411,2001,2,20,NA,Equatorial Guinea
GRC,1997,350,1984,2,65,0.83333331,Greece
GTM,1997,90,1960,2,41,NA,Guatemala
GUY,1997,110,1975,1,9,NA,Guyana
HND,1997,91,1960,2,41,0,Honduras
HRV,1997,344,1991,3,-1,1.5,Croatia
HTI,1997,41,1976,2,57,NA,Haiti
HUN,1997,310,1961,3,39,1,Hungary
IDN,1997,850,1999,2,49,0.16666667,Indonesia
IND,1997,750,1960,1,41,0.66666669,India
IRL,1997,205,1999,1,76,0.66666669,Ireland
IRN,1997,630,1964,2,45,1.3333334,Iran
IRQ,1997,645,1959,2,27,NA,Iraq
ISR,1997,666,1959,1,10,1.3333334,Israel
ITA,1997,325,1963,2,44,1.5,Italy
JAM,1997,51,1975,1,13,NA,Jamaica
JOR,1997,663,1963,2,7,0,Jordan
JPN,1997,740,NA,3,NA,0.66666669,Japan
KAZ,1997,705,1999,2,6,1.1666666,Kazakhstan
KEN,1997,501,2001,1,37,0,Kenya
KGZ,1997,703,1992,2,0,1,Kyrgyzstan
KHM,1997,811,1999,2,30,1.3333334,Cambodia
KOR,1997,732,1998,3,7,0.83333331,South Korea
KWT,1997,690,1966,2,5,NA,Kuwait
LAO,1997,812,2008,2,44,NA,Laos
LBN,1997,660,1977,2,29,NA,Lebanon
LBR,1997,450,1959,1,40,NA,Liberia
LBY,1997,620,1961,2,9,NA,Libya
LKA,1997,780,1998,1,50,0,Sri Lanka
LSO,1997,570,1998,1,32,1.5,Lesotho
LTU,1997,368,1994,2,73,1.3333334,Lithuania
LUX,1997,212,2001,2,81,0.83333331,Luxembourg
LVA,1997,367,1992,3,71,1.1666666,Latvia
MAR,1997,600,1963,2,7,0,Morocco
MDA,1997,359,1996,2,4,1.1666666,Moldova
MDG,1997,580,1961,2,1,NA,Madagascar
MEX,1997,70,1961,2,30,0.83333331,Mexico
MKD,1997,343,1991,2,-2,0,North Macedonia
MLI,1997,432,1964,2,4,0.16666667,Mali
MMR,1997,775,NA,5,NA,0.66666669,Myanmar (Burma)
MNE,1997,341,2006,NA,0,NA,Montenegro
MNG,1997,712,1969,3,1,1.3333334,Mongolia
MOZ,1997,541,1977,2,1,NA,Mozambique
MRT,1997,435,1963,2,2,NA,Mauritania
MUS,1997,590,2002,2,33,NA,Mauritius
MWI,1997,553,1965,1,0,NA,Malawi
MYS,1997,820,NA,1,NA,0,Malaysia
NAM,1997,565,2001,1,23,1.5,Namibia
NER,1997,436,1962,2,1,NA,Niger
NGA,1997,475,2002,1,42,0,Nigeria
NIC,1997,93,1967,2,48,0.75,Nicaragua
NLD,1997,210,1973,2,54,1.5,Netherlands
NOR,1997,385,1959,4,40,0.83333331,Norway
NPL,1997,790,1974,1,8,NA,Nepal
NZL,1997,920,1983,1,64,1.3333334,New Zealand
OMN,1997,698,NA,2,NA,NA,Oman
PAK,1997,770,1961,1,14,0,Pakistan
PAN,1997,95,1966,2,47,0.16666667,Panama
PER,1997,135,1970,2,51,0.83333331,Peru
PHL,1997,840,1960,2,12,0.33333334,Philippines
PNG,1997,910,2000,1,24,NA,Papua New Guinea
POL,1997,290,1961,3,42,0,Poland
PRK,1997,NA,NA,NA,NA,NA,North Korea
PRT,1997,235,1959,2,40,0.33333334,Portugal
PRY,1997,150,1967,2,48,1,Paraguay
QAT,1997,694,1976,2,4,0,Qatar
ROU,1997,360,1973,2,54,0.66666669,Romania
RUS,1997,365,1961,2,27,0.5,Russia
RWA,1997,517,1981,2,19,1.3333334,Rwanda
SAU,1997,670,1978,1,2,0.083333336,Saudi Arabia
SDN,1997,625,1970,1,14,0,Sudan
SEN,1997,433,1967,2,7,1.1666666,Senegal
SGP,1997,830,NA,1,NA,0,Singapore
SLB,1997,940,2012,1,28,NA,Solomon Islands
SLE,1997,451,1966,1,5,NA,Sierra Leone
SLV,1997,92,1995,2,76,NA,El Salvador
SOM,1997,520,1961,NA,1,NA,Somalia
SRB,1997,345,2000,2,0,0,Serbia
SSD,1997,626,2012,NA,0,NA,South Sudan
SUR,1997,115,2017,2,41,NA,Suriname
SVK,1997,317,1993,3,74,1.3333334,Slovakia
SVN,1997,349,1992,3,0,0,Slovenia
SWE,1997,380,1962,4,43,1.5,Sweden
SWZ,1997,572,1981,1,6,NA,Eswatini
SYR,1997,652,1960,2,13,0,Syria
TCD,1997,483,1966,2,6,NA,Chad
TGO,1997,461,1983,2,23,NA,Togo
THA,1997,800,2017,1,98,0.083333336,Thailand
TJK,1997,702,1993,2,0,NA,Tajikistan
TKM,1997,701,1997,2,4,NA,Turkmenistan
TLS,1997,860,2016,NA,13,NA,Timor-Leste
TTO,1997,52,1970,1,7,NA,Trinidad & Tobago
TUN,1997,616,1959,2,3,0.66666669,Tunisia
TUR,1997,640,1967,2,35,0.083333336,Turkey
TZA,1997,510,2002,1,40,0,Tanzania
UGA,1997,500,2005,1,42,0,Uganda
UKR,1997,369,1961,2,7,1.3333334,Ukraine
URY,1997,165,1989,2,70,0.66666669,Uruguay
USA,1997,2,NA,1,NA,1.5,United States
UZB,1997,704,1992,2,0,NA,Uzbekistan
VEN,1997,101,1971,2,52,1.3333334,Venezuela
